Date,High,Low,Open,Close,Volume,Adj Close
2019-04-18,266.0,263.5,264.0,264.5,38006795.0,244.25953674316406
2019-04-19,269.5,263.5,269.0,264.5,44658699.0,244.25953674316406
2019-04-22,267.5,265.0,266.5,266.0,24967393.0,245.64476013183594
2019-04-23,268.0,266.0,266.5,268.0,25336847.0,247.49171447753906
2019-04-24,270.0,267.5,270.0,269.0,26449755.0,248.41519165039062
2019-04-25,269.0,267.0,268.5,267.5,32386724.0,247.02999877929688
2019-04-26,263.0,257.5,262.0,260.0,47518804.0,240.1038818359375
2019-04-29,262.0,258.5,260.0,259.5,31126618.0,239.6421356201172
2019-04-30,260.5,258.0,260.0,259.0,33799419.0,239.180419921875
2019-05-02,262.5,258.5,261.5,259.0,27091394.0,239.180419921875
2019-05-03,265.0,260.5,262.0,265.0,29840246.0,244.72128295898438
2019-05-06,260.0,258.0,260.0,259.0,32823187.0,239.180419921875
2019-05-07,263.0,259.0,259.5,262.5,25686126.0,242.41256713867188
2019-05-08,261.5,259.5,260.0,260.0,25542364.0,240.1038818359375
2019-05-09,259.5,256.0,259.5,256.5,33587574.0,236.8717041015625
2019-05-10,259.0,255.0,257.0,256.0,18617212.0,236.40997314453125
2019-05-13,254.0,249.5,253.0,250.5,28284535.0,231.3308563232422
2019-05-14,251.0,245.0,247.5,248.5,45055708.0,229.48391723632812
2019-05-15,252.0,249.0,251.0,249.0,36825479.0,229.9456329345703
2019-05-16,249.5,246.0,248.5,247.0,29713519.0,228.09869384765625
2019-05-17,249.0,241.5,249.0,241.5,38647856.0,223.01954650878906
2019-05-20,243.0,238.0,242.5,238.0,39157661.0,219.78741455078125
2019-05-21,236.0,232.5,233.5,234.0,80042775.0,216.09349060058594
2019-05-22,240.5,235.5,236.5,238.0,34622034.0,219.78741455078125
2019-05-23,233.5,230.0,233.5,230.0,58752627.0,212.3995819091797
2019-05-24,234.0,230.0,230.0,233.0,36000789.0,215.17002868652344
2019-05-27,235.0,231.0,234.0,231.0,35562033.0,213.3230743408203
2019-05-28,232.0,230.5,232.0,230.5,95240033.0,212.861328125
2019-05-29,230.5,227.0,228.0,229.5,26533236.0,211.9378662109375
2019-05-30,231.5,229.0,230.0,231.0,28500328.0,213.3230743408203
2019-05-31,237.5,231.0,232.0,235.5,46070338.0,217.47869873046875
2019-06-03,238.5,232.0,235.5,238.0,31054092.0,219.78741455078125
2019-06-04,238.0,233.0,237.5,233.0,24443428.0,215.17002868652344
2019-06-05,238.0,234.0,238.0,235.0,29139584.0,217.0169677734375
2019-06-06,232.0,229.5,231.5,232.0,34651731.0,214.2465362548828
2019-06-10,240.0,234.5,237.5,240.0,35373888.0,221.6343536376953
2019-06-11,246.0,239.0,240.0,244.5,31965670.0,225.7899932861328
2019-06-12,247.5,243.0,244.5,246.0,29675556.0,227.17520141601562
2019-06-13,244.0,240.0,242.5,240.0,32981724.0,221.6343536376953
2019-06-14,239.5,236.0,238.5,236.0,31951556.0,217.9404296875
2019-06-17,235.0,230.5,231.5,233.0,51017012.0,215.17002868652344
2019-06-18,235.5,233.0,234.0,235.5,28578087.0,217.47869873046875
2019-06-19,244.0,240.5,242.5,244.0,50164372.0,225.32826232910156
2019-06-20,245.5,241.0,242.0,245.0,37836291.0,226.25172424316406
2019-06-21,248.5,246.0,248.0,248.5,61164304.0,229.48391723632812
2019-06-24,242.0,240.0,241.0,241.0,43300507.0,229.96102905273438
2019-06-25,241.5,237.0,241.0,238.5,28559283.0,227.5755157470703
2019-06-26,236.5,234.0,235.0,234.5,27607041.0,223.7587432861328
2019-06-27,241.5,236.0,236.0,240.5,42007834.0,229.48391723632812
2019-06-28,241.5,238.0,241.5,239.0,25962203.0,228.05262756347656
2019-07-01,250.0,245.0,245.5,248.5,66307875.0,237.11749267578125
2019-07-02,250.0,247.5,249.5,249.0,24181202.0,237.59457397460938
2019-07-03,245.0,242.0,244.0,242.5,29449774.0,231.3922882080078
2019-07-04,245.0,242.5,244.5,244.0,17481240.0,232.82359313964844
2019-07-05,245.0,241.5,244.5,243.0,22867074.0,231.86940002441406
2019-07-08,244.5,240.0,240.0,242.5,27787909.0,231.3922882080078
2019-07-09,243.0,240.5,241.5,242.0,16418987.0,230.9152069091797
2019-07-10,247.0,243.0,243.0,247.0,23812131.0,235.6861572265625
2019-07-11,250.0,247.5,250.0,250.0,31160289.0,238.5487518310547
2019-07-12,252.0,249.5,252.0,250.5,23479432.0,239.02584838867188
2019-07-15,254.5,249.5,251.0,254.5,29727300.0,242.84263610839844
2019-07-16,256.5,253.5,254.0,256.0,21361249.0,244.27392578125
2019-07-17,254.0,251.0,254.0,252.0,25573648.0,240.4571533203125
2019-07-18,254.5,251.5,252.0,254.0,20842575.0,242.3655548095703
2019-07-19,261.0,259.0,259.5,259.0,59709798.0,247.1365203857422
2019-07-22,264.0,262.0,263.0,264.0,31522639.0,251.90748596191406
2019-07-23,266.5,262.5,265.5,264.0,29273223.0,251.90748596191406
2019-07-24,266.5,263.0,266.5,265.0,23734039.0,252.86167907714844
2019-07-25,265.0,261.5,264.0,265.0,30433545.0,252.86167907714844
2019-07-26,262.5,261.0,261.0,261.0,20438071.0,249.04490661621094
2019-07-29,262.0,259.5,260.0,261.0,17509320.0,249.04490661621094
2019-07-30,263.0,260.0,262.5,260.0,22670612.0,248.09071350097656
2019-07-31,260.0,257.0,260.0,259.5,31635601.0,247.61361694335938
2019-08-01,257.5,255.5,257.5,256.5,30017526.0,244.7510223388672
2019-08-02,253.5,250.5,252.0,251.5,54021644.0,239.9800567626953
2019-08-05,252.0,245.5,251.0,246.5,51535721.0,235.20909118652344
2019-08-06,250.0,240.0,240.0,248.5,58625879.0,237.11749267578125
2019-08-07,250.5,246.5,250.0,248.0,29435460.0,236.640380859375
2019-08-08,254.0,248.0,248.0,253.5,29725266.0,241.888427734375
2019-08-12,254.5,251.0,254.5,251.0,21794603.0,239.50296020507812
2019-08-13,249.5,246.5,249.0,246.5,23121107.0,235.20909118652344
2019-08-14,254.0,249.5,252.5,249.5,35216703.0,238.07167053222656
2019-08-15,248.5,246.0,247.0,248.0,27624412.0,236.640380859375
2019-08-16,252.0,248.0,249.5,250.0,25370715.0,238.5487518310547
2019-08-19,253.0,250.5,251.5,252.0,24060514.0,240.4571533203125
2019-08-20,254.5,252.5,254.0,254.5,19960494.0,242.84263610839844
2019-08-21,255.0,253.0,254.5,254.5,20269296.0,242.84263610839844
2019-08-22,257.5,254.0,257.0,254.0,21900840.0,242.3655548095703
2019-08-23,254.5,253.0,253.5,254.0,14166877.0,242.3655548095703
2019-08-26,250.5,248.5,249.0,248.5,31678620.0,237.11749267578125
2019-08-27,251.0,248.5,250.5,250.0,50234951.0,238.5487518310547
2019-08-28,253.0,250.5,250.5,252.0,15132882.0,240.4571533203125
2019-08-29,254.0,251.0,253.0,254.0,19587767.0,242.3655548095703
2019-08-30,259.0,256.0,256.5,259.0,35184201.0,247.1365203857422
2019-09-02,258.0,256.0,258.0,257.5,14614854.0,245.70523071289062
2019-09-03,258.0,253.0,256.5,254.0,25762495.0,242.3655548095703
2019-09-04,258.0,254.0,254.0,257.5,22540733.0,245.70523071289062
2019-09-05,263.0,260.5,263.0,263.0,48791728.0,250.95330810546875
2019-09-06,265.0,263.0,265.0,263.5,25408515.0,251.43038940429688
2019-09-10,264.0,260.5,263.5,261.5,29308866.0,249.52198791503906
2019-09-11,264.5,260.5,264.0,263.0,36196015.0,250.95330810546875
2019-09-12,265.0,261.5,265.0,262.5,26017293.0,250.47621154785156
2019-09-16,265.5,261.5,262.0,265.5,32573966.0,253.33877563476562
2019-09-17,266.5,264.5,266.5,265.0,27600844.0,252.86167907714844
2019-09-18,269.5,266.5,267.0,267.0,47684759.0,254.7700653076172
2019-09-19,268.0,264.0,268.0,265.0,25233567.0,254.7700653076172
2019-09-20,266.5,264.0,266.0,264.0,43868865.0,253.8086700439453
2019-09-23,264.0,263.0,264.0,264.0,13093208.0,253.8086700439453
2019-09-24,265.5,262.0,263.5,265.0,24244943.0,254.7700653076172
2019-09-25,266.0,262.0,262.5,266.0,21003163.0,255.7315216064453
2019-09-26,269.5,266.5,269.0,268.0,29940103.0,257.6542663574219
2019-09-27,272.5,271.0,271.5,272.0,41235817.0,261.4998474121094
2019-10-01,280.5,273.0,273.0,280.0,71743890.0,269.1910095214844
2019-10-02,281.0,279.0,280.0,279.5,29295953.0,268.7103271484375
2019-10-03,277.5,274.0,274.0,276.5,31890864.0,265.826171875
2019-10-04,280.0,275.0,279.5,276.5,35169613.0,265.826171875
2019-10-07,279.5,277.5,279.0,278.0,17510230.0,267.2682189941406
2019-10-08,286.5,282.5,283.5,286.5,35278551.0,275.4401550292969
2019-10-09,286.0,282.0,283.5,282.0,34777456.0,271.11383056640625
2019-10-14,291.5,288.5,291.5,290.0,46683517.0,278.8050537109375
2019-10-15,296.0,292.0,293.5,293.5,38018567.0,282.1698913574219
2019-10-16,298.0,293.5,298.0,296.5,40297144.0,285.0540771484375
2019-10-17,295.5,292.0,295.0,293.5,40271938.0,282.1698913574219
2019-10-18,295.5,291.0,293.0,293.0,45102984.0,281.689208984375
2019-10-21,291.0,288.5,291.0,290.0,34634365.0,278.8050537109375
2019-10-22,294.0,291.5,292.5,294.0,26005020.0,282.6505432128906
2019-10-23,293.5,290.5,293.5,293.0,28675408.0,281.689208984375
2019-10-24,294.5,291.0,294.5,293.0,29040827.0,281.689208984375
2019-10-25,294.5,292.5,294.5,293.5,22682711.0,282.1698913574219
2019-10-28,295.5,294.0,295.0,294.5,20076561.0,283.1312561035156
2019-10-29,298.5,296.5,297.0,298.5,36682131.0,286.9768371582031
2019-10-30,299.5,296.5,298.5,299.5,32370342.0,287.938232421875
2019-10-31,301.5,298.5,300.0,298.5,40944514.0,286.9768371582031
2019-11-01,299.5,296.5,299.5,299.0,30121678.0,287.4575500488281
2019-11-04,308.0,301.0,302.5,307.0,44899671.0,295.1487121582031
2019-11-05,310.5,307.0,307.5,310.5,32201184.0,298.51361083984375
2019-11-06,311.5,308.0,309.0,311.0,22149743.0,298.99432373046875
2019-11-07,310.0,306.5,310.0,309.0,28291659.0,297.071533203125
2019-11-08,309.0,305.5,308.5,305.5,25651542.0,293.70660400390625
2019-11-11,305.0,300.0,305.0,301.0,35165583.0,289.3803405761719
2019-11-12,305.0,302.0,302.5,305.0,17540708.0,293.2259216308594
2019-11-13,304.0,301.5,303.0,304.0,18172438.0,292.2645263671875
2019-11-14,305.0,302.0,304.5,303.5,15734835.0,291.7838439941406
2019-11-15,307.5,304.5,305.5,307.0,28848445.0,295.1487121582031
2019-11-18,311.0,307.0,308.5,311.0,18691325.0,298.99432373046875
2019-11-19,315.0,311.0,312.5,315.0,31634197.0,302.83990478515625
2019-11-20,314.0,312.0,314.0,313.5,22387973.0,301.3977966308594
2019-11-21,311.0,307.0,309.5,311.0,28108833.0,298.99432373046875
2019-11-22,310.5,308.0,310.0,309.0,24737984.0,297.071533203125
2019-11-25,310.5,307.0,310.5,307.0,19530177.0,295.1487121582031
2019-11-26,310.5,307.0,310.0,307.0,101224622.0,295.1487121582031
2019-11-27,311.5,307.5,307.5,311.0,18467648.0,298.99432373046875
2019-11-28,312.0,308.5,310.0,309.5,19077982.0,297.55224609375
2019-11-29,309.5,305.0,309.0,305.0,30963561.0,293.2259216308594
2019-12-02,308.0,306.5,307.0,307.5,24016807.0,295.6294250488281
2019-12-03,307.0,305.0,305.0,307.0,24690319.0,295.1487121582031
2019-12-04,306.0,304.0,305.0,306.0,25492686.0,294.1873474121094
2019-12-05,312.0,309.0,309.0,312.0,34521842.0,299.9557189941406
2019-12-06,316.0,311.0,315.0,313.0,17695703.0,300.9170837402344
2019-12-09,316.5,314.0,314.0,316.0,23256081.0,303.80126953125
2019-12-10,315.5,312.5,315.0,313.5,20570594.0,301.3977966308594
2019-12-11,319.0,313.0,314.0,319.0,31223148.0,306.68548583984375
2019-12-12,334.5,324.0,325.0,331.5,52742851.0,318.7029724121094
2019-12-13,343.0,338.0,340.0,339.0,58198939.0,325.9134216308594
2019-12-16,338.5,336.0,336.5,336.0,102188.0,323.02923583984375
2019-12-17,345.0,335.0,335.0,345.0,40813458.0,331.68182373046875
2019-12-18,345.0,341.5,341.5,344.5,39682841.0,331.2010803222656
2019-12-19,342.0,335.0,340.0,335.0,54888012.0,324.422119140625
2019-12-20,333.0,328.5,332.0,329.0,86280459.0,318.6116027832031
2019-12-23,334.0,329.5,329.5,334.0,26639340.0,323.4537048339844
2019-12-24,334.5,332.0,334.0,332.0,13488907.0,321.516845703125
2019-12-25,334.5,331.0,332.0,333.0,12262954.0,322.48529052734375
2019-12-26,334.0,331.5,333.0,333.0,11427884.0,322.48529052734375
2019-12-27,338.0,335.0,335.0,338.0,16677806.0,327.327392578125
2019-12-30,339.0,334.0,338.0,334.5,21531263.0,323.93792724609375
2019-12-31,333.5,331.0,331.0,331.0,22890517.0,320.5484313964844
2020-01-02,339.0,332.5,332.5,339.0,31754120.0,328.29583740234375
2020-01-03,345.0,335.5,344.0,339.5,41811268.0,328.7800598144531
2020-01-06,334.5,332.0,333.0,332.0,45343057.0,321.516845703125
2020-01-07,333.0,326.5,332.5,329.5,50879181.0,319.0957946777344
2020-01-08,333.0,325.0,325.0,329.5,37567748.0,319.0957946777344
2020-01-09,337.5,333.5,335.0,337.5,31481504.0,326.8431701660156
2020-01-10,341.0,336.0,340.5,339.5,27032115.0,328.7800598144531
2020-01-13,342.0,339.0,342.0,341.5,30663332.0,330.71685791015625
2020-01-14,346.0,344.5,345.5,346.0,30223993.0,335.0747985839844
2020-01-15,345.0,337.5,345.0,340.0,47434274.0,329.2642517089844
2020-01-16,336.5,330.0,330.0,334.5,55211420.0,323.93792724609375
2020-01-17,335.5,332.0,334.0,333.0,52060097.0,322.48529052734375
2020-01-20,335.5,333.0,334.0,333.0,32658203.0,322.48529052734375
2020-01-30,326.0,316.5,326.0,316.5,125451049.0,306.5062561035156
2020-01-31,323.5,319.0,323.0,320.0,62526055.0,309.895751953125
2020-02-03,316.5,312.0,315.0,315.0,59560849.0,305.05364990234375
2020-02-04,337.0,325.0,336.5,325.0,51890496.0,314.7378845214844
2020-02-05,329.5,324.5,329.0,327.5,36601453.0,317.1589050292969
2020-02-06,332.5,329.0,329.5,332.5,29267094.0,322.00103759765625
2020-02-07,330.5,326.0,330.0,328.0,28798327.0,317.6431579589844
2020-02-10,328.0,321.0,321.5,327.5,30632424.0,317.1589050292969
2020-02-11,332.5,330.0,330.5,331.5,27524935.0,321.0326232910156
2020-02-12,336.0,333.0,333.5,335.0,37612639.0,324.422119140625
2020-02-13,338.0,335.0,338.0,335.0,22757021.0,324.422119140625
2020-02-14,337.0,334.5,337.0,335.0,16933683.0,324.422119140625
2020-02-17,333.0,330.5,331.5,331.5,15937079.0,321.0326232910156
2020-02-18,326.5,322.0,324.5,322.0,61825604.0,311.83258056640625
2020-02-19,327.0,322.0,322.5,326.5,38781218.0,316.19049072265625
2020-02-20,329.0,325.0,328.0,325.5,27011736.0,315.22210693359375
2020-02-21,326.5,323.0,325.5,325.0,22813534.0,314.7378845214844
2020-02-24,321.5,319.5,319.5,320.0,41693680.0,309.895751953125
2020-02-25,323.5,317.5,320.0,322.0,36195011.0,311.83258056640625
2020-02-26,320.5,316.5,317.0,318.5,60479362.0,308.4431457519531
2020-02-27,320.0,315.0,319.0,316.0,61250927.0,306.0220642089844
2020-03-02,317.0,308.0,308.0,311.0,79912942.0,301.1799011230469
2020-03-03,320.0,316.0,318.5,317.5,49679411.0,307.4747009277344
2020-03-04,322.0,317.0,322.0,320.5,42941146.0,310.3799743652344
2020-03-05,326.0,323.0,325.0,323.0,37861525.0,312.8010559082031
2020-03-06,320.5,315.0,320.0,315.0,51546760.0,305.05364990234375
2020-03-09,310.0,305.5,307.5,305.5,87871277.0,295.85357666015625
2020-03-10,309.0,301.0,301.5,307.0,71950130.0,297.3062744140625
2020-03-11,310.5,302.0,309.0,302.0,62216710.0,292.464111328125
2020-03-12,299.0,287.0,299.0,294.0,113527351.0,284.7167053222656
2020-03-13,294.0,272.5,275.0,290.0,149995148.0,280.8430480957031
2020-03-16,291.0,275.5,285.0,276.5,103873228.0,267.7693176269531
2020-03-17,276.5,265.0,265.0,268.0,121323651.0,259.5377197265625
2020-03-18,272.5,260.0,269.5,260.0,117437643.0,251.79029846191406
2020-03-19,253.0,235.5,252.0,248.0,160811697.0,242.50094604492188
2020-03-20,270.0,256.0,258.5,270.0,157664726.0,264.01312255859375
2020-03-23,262.5,252.0,257.0,255.0,76466709.0,249.34573364257812
2020-03-24,274.0,266.0,268.0,267.5,81952933.0,261.5685729980469
2020-03-25,280.0,274.0,276.5,277.0,79447199.0,270.85791015625
2020-03-26,280.0,275.5,279.5,280.0,52845633.0,273.7914123535156
2020-03-27,286.0,273.0,284.0,273.0,68752306.0,266.94659423828125
2020-03-30,269.0,262.5,263.5,267.5,49159956.0,261.5685729980469
2020-03-31,274.0,269.5,273.0,274.0,48837923.0,267.9244384765625
2020-04-01,276.5,271.5,276.5,271.5,44515034.0,265.4798583984375
2020-04-06,275.5,270.0,273.0,275.5,56392754.0,269.39117431640625
2020-04-07,284.0,280.5,283.5,283.0,48787346.0,276.7248840332031
2020-04-08,285.5,283.0,285.0,285.0,37912826.0,278.6805114746094
2020-04-09,288.0,282.5,287.5,283.0,27620430.0,276.7248840332031
2020-04-10,282.0,279.0,280.0,279.5,27252858.0,273.3024597167969
2020-04-13,281.5,278.5,278.5,278.5,22196596.0,272.32464599609375
2020-04-14,285.5,280.0,281.0,285.0,48809688.0,278.6805114746094
2020-04-15,288.5,286.0,287.0,287.5,55216434.0,281.1250915527344
2020-04-16,288.5,283.0,283.0,286.5,47815280.0,280.14727783203125
2020-04-17,308.5,300.5,303.5,306.5,116368201.0,299.70379638671875
2020-04-20,309.0,302.5,308.0,304.0,41381669.0,297.25921630859375
2020-04-21,301.5,293.5,300.5,295.0,61479357.0,288.45880126953125
2020-04-22,295.0,290.5,294.5,294.0,42192580.0,287.48095703125
2020-04-23,300.0,294.0,300.0,295.5,39474478.0,288.9477233886719
2020-04-24,297.0,294.0,295.5,294.0,26008090.0,287.48095703125
2020-04-27,298.5,296.0,298.0,298.0,38493406.0,291.39227294921875
2020-04-28,298.5,294.5,298.5,296.5,37395165.0,289.9255065917969
2020-04-29,301.5,298.0,299.0,299.0,44059301.0,292.3700866699219
2020-04-30,305.0,301.5,302.0,304.5,55126085.0,297.7481689453125
2020-05-04,296.5,294.0,294.5,295.0,71581861.0,288.45880126953125
2020-05-05,298.0,295.0,296.5,295.5,23547405.0,288.9477233886719
2020-05-06,296.0,292.5,294.5,296.0,34240479.0,289.4366149902344
2020-05-07,299.0,294.5,294.5,297.5,27621198.0,290.9033203125
2020-05-08,300.0,296.0,300.0,297.5,32295893.0,290.9033203125
2020-05-11,301.5,298.5,300.0,301.0,28727019.0,294.32574462890625
2020-05-12,298.5,295.0,297.5,295.0,52089788.0,288.45880126953125
2020-05-13,297.0,292.5,293.0,297.0,26156418.0,290.4144287109375
2020-05-14,295.0,292.5,293.0,293.0,34315948.0,286.5031433105469
2020-05-15,298.5,294.5,297.5,298.0,42494804.0,291.39227294921875
2020-05-18,293.5,290.0,291.0,290.0,84986065.0,283.5696716308594
2020-05-19,294.0,291.5,294.0,291.5,51250214.0,285.036376953125
2020-05-20,294.0,291.0,293.0,294.0,32677994.0,287.48095703125
2020-05-21,298.0,295.0,296.0,297.5,30997468.0,290.9033203125
2020-05-22,295.0,291.0,294.5,292.0,40192923.0,285.52532958984375
2020-05-25,293.0,288.5,290.5,292.0,26803223.0,285.52532958984375
2020-05-26,297.5,293.5,295.0,295.5,33856481.0,288.9477233886719
2020-05-27,298.0,295.5,297.0,296.5,23375959.0,289.9255065917969
2020-05-28,298.5,293.0,298.5,294.0,28444568.0,287.48095703125
2020-05-29,292.5,290.0,292.0,292.0,79774181.0,285.52532958984375
2020-06-01,296.5,293.5,294.0,295.5,35811214.0,288.9477233886719
2020-06-02,297.5,296.0,296.0,296.5,24771587.0,289.9255065917969
2020-06-03,301.0,298.0,300.0,301.0,65176337.0,294.32574462890625
2020-06-04,306.0,304.0,305.0,306.0,46572451.0,299.21490478515625
2020-06-05,312.0,308.0,308.5,311.5,42981262.0,304.5929260253906
2020-06-08,319.0,315.0,316.0,318.0,50302921.0,310.94879150390625
2020-06-09,319.0,314.0,316.5,319.0,36417082.0,311.9266052246094
2020-06-10,324.0,318.0,319.0,322.5,39984259.0,315.3490295410156
2020-06-11,327.0,318.5,325.5,320.5,50104255.0,313.39337158203125
2020-06-12,317.5,312.5,313.0,316.0,45992918.0,308.9931335449219
2020-06-15,317.5,308.5,316.0,309.5,51032404.0,302.63726806640625
2020-06-16,317.0,314.0,317.0,315.0,36608216.0,308.01531982421875
2020-06-17,317.0,313.5,316.5,315.0,34522968.0,308.01531982421875
2020-06-18,315.0,313.0,314.5,314.5,29044474.0,309.98663330078125
2020-06-19,314.5,312.0,314.0,314.5,48130280.0,309.98663330078125
2020-06-22,316.5,312.0,314.5,312.0,37374616.0,307.52252197265625
2020-06-23,316.5,312.5,316.0,315.0,41300084.0,310.4794616699219
2020-06-24,320.0,316.0,319.0,317.5,54147024.0,312.9435729980469
2020-06-29,315.0,310.0,314.0,312.0,56580892.0,307.52252197265625
2020-06-30,314.0,311.0,313.5,313.0,48991860.0,308.5081481933594
2020-07-01,318.0,314.0,315.0,317.5,29532342.0,312.9435729980469
2020-07-02,322.0,318.0,319.0,322.0,34526178.0,317.37896728515625
2020-07-03,330.5,326.5,327.0,329.5,53341987.0,324.7713623046875
2020-07-06,338.0,332.0,332.5,338.0,57256220.0,333.1493835449219
2020-07-07,346.0,338.0,343.5,338.5,59046323.0,333.6421813964844
2020-07-08,342.5,337.5,337.5,341.0,30720218.0,336.1063232421875
2020-07-09,347.0,343.0,346.0,345.0,35522376.0,340.0489196777344
2020-07-10,353.0,345.5,352.5,348.5,60902108.0,343.4986877441406
2020-07-13,354.5,350.5,351.0,354.5,48069523.0,349.4125671386719
2020-07-14,364.0,354.5,355.0,363.5,61764150.0,358.2834167480469
2020-07-15,370.0,361.0,366.0,363.0,73438362.0,357.79058837890625
2020-07-16,361.0,353.5,359.0,357.5,68220512.0,352.3695068359375
2020-07-17,369.0,360.0,361.0,367.0,65727485.0,361.7331848144531
2020-07-20,370.0,362.5,370.0,366.0,42769238.0,360.74755859375
2020-07-21,387.0,371.5,372.5,383.0,64219128.0,377.5035705566406
2020-07-22,386.0,379.0,381.0,384.0,43759670.0,378.4892578125
2020-07-23,383.0,379.0,382.0,381.5,45209282.0,376.0251159667969
2020-07-24,395.0,382.0,390.0,386.0,86682734.0,380.46051025390625
2020-07-27,424.5,416.5,420.5,424.5,99333798.0,418.40802001953125
2020-07-28,466.5,428.5,464.0,435.0,166307746.0,428.75732421875
2020-07-29,431.5,419.5,428.0,422.0,85663166.0,415.9438781738281
